l,b,Linear Size (pc),sigma (km/s)
17.913,0.004,3.0963827464834477,0.494169441356
17.957,-0.009,1.7776774561110587,0.443454216969
17.958,0.081,5.841476351798233,0.516696338817
17.999,-0.377,0.8688264842599445,0.301592718312
18.012,-0.353,4.1331876238452105,0.421920783109
18.038,-0.343,1.685601032968397,0.355264903556
18.066,0.022,1.0754165901119195,0.536798822284
18.08,-0.299,5.710246083522261,0.780130433762
18.082,0.067,3.322906846188474,0.356256564592
18.087,-0.329,1.2991069235366963,0.516726917102
18.095,-0.377,2.995320594717481,0.478137816585
18.097,-0.315,1.3172898220960305,0.524177529623
18.103,0.052,2.235201566877221,0.634668702102
18.127,-0.316,6.724317910477516,0.877401544757
18.131,-0.297,1.1205626797843913,0.911743284959
18.132,-0.382,6.399671174813867,0.688772200133
18.152,-0.346,2.218471904079506,0.894075325689
18.16,0.093,0.6844130172650348,0.876409691585
18.164,0.073,1.7154991786136606,0.527888383702
18.165,-0.37,1.6446586175387128,0.723049586523
18.172,-0.292,2.7608210403578726,0.628678631591
18.181,-0.301,2.9903323485960103,0.704378922417
18.214,-0.279,1.8577603770646212,0.619141255273
18.217,-0.221,1.725394077177953,0.565621857503
18.221,-0.343,5.083947521453716,0.578815491754
18.236,-0.251,2.0013198243872496,0.50820186096
18.246,-0.195,2.281947401911593,0.320077848956
18.251,-0.284,2.684176965926494,0.631224489883
18.262,-0.173,1.0807314515798654,0.384891880159
18.263,-0.247,9.19051929158733,0.777956095376
18.264,-0.154,1.2300504357981872,0.588510137545
18.273,-0.083,2.534799602206993,0.599900012855
18.299,-0.026,2.0066750144084216,0.648211763638
18.301,-0.086,1.0808603474682172,0.243824251759
18.302,-0.309,1.6703078690829103,0.384431934033
18.303,-0.387,2.8646261460616587,0.733254854647
18.309,-0.264,3.474404539075262,0.797615921342
18.315,-0.28,1.6127178148012555,1.12031427726
18.316,-0.351,0.7373999942455437,0.391799997474
18.317,-0.287,1.1716780649418976,0.297558251196
18.326,-0.395,1.9863020731068992,0.255627149598
18.333,-0.319,0.8385118668497505,0.347646917059
18.347,-0.323,0.9936570815772736,0.235193604555
18.352,-0.275,2.314492166112337,0.590148443187
18.355,-0.187,0.673429149745892,0.341352980061
18.356,-0.304,1.3358530640150432,0.465412392684
18.372,-0.383,2.2374511284651843,0.488825611653
18.385,0.129,3.283365025009231,0.283476209008
18.386,0.146,3.833502208152955,0.542295211151
18.389,0.006,4.306901623192529,0.425794380764
18.411,-0.286,7.822801278029572,0.403740668721
18.437,0.037,1.085658099558409,0.483811371469
18.46,-0.005,5.662988331006824,0.893986434146
18.462,-0.193,3.415680143662053,0.624517357063
18.48,-0.293,1.05956970427139,0.568925639203
18.488,-0.176,4.919179117475482,0.441803858959
18.494,0.012,4.977075526275869,0.552593749842
18.512,-0.188,3.8069340410873878,0.481315073788
18.514,0.093,8.4225147500107,0.396900322688
18.523,0.306,0.9807450951752695,0.646172914463
18.524,-0.138,1.268131977123365,0.25901973439
18.526,-0.172,1.4630271690043253,0.469201201688
18.539,-0.163,1.1149661379637832,0.387200432772
18.548,0.036,1.2914923191079724,0.711904843802
18.56,-0.286,1.5350823659668882,0.331832644747
18.565,-0.15,3.7721517839399086,0.717256602685
18.572,-0.346,2.128756422603149,0.296675721937
18.573,-0.3,1.113950249781036,0.349407745398
18.599,0.326,1.1791903679892284,0.986544797894
18.612,-0.072,35.53362898124985,0.585059296596
18.614,0.363,0.5108015659391818,0.763590690595
18.621,-0.2,0.683968208779517,0.281586246862
18.633,-0.138,0.9691306097208031,0.221573678488
18.637,0.323,0.7195400467714276,0.982073995705
18.642,-0.114,1.0833848624528846,0.281380564442
18.661,0.033,9.543905837846678,0.759602822448
18.669,-0.236,0.8688599958415744,0.712998921806
18.695,-0.378,3.1614728807825663,0.605235529234
18.697,0.005,3.4793456916857375,0.627695407209
18.705,0.267,0.5847798876776242,0.385589112765
18.711,0.002,7.751271310677669,0.682164249183
18.725,-0.231,5.3776480662272785,1.10840586074
18.743,-0.011,3.5390129432988995,0.22288883383
18.752,-0.307,1.8497660046869606,0.709608000314
18.763,-0.03,4.385882871044113,0.259832198887
18.765,0.261,1.0624289336118418,0.847649862483
18.766,-0.253,0.7995819499434867,0.587845836762
18.788,-0.028,3.4673237518732014,0.377169639572
18.795,-0.344,1.8486468304776082,1.27790362785
18.809,0.202,0.937247661999225,0.513599414509
18.811,-0.365,1.5683191147017301,0.996120732944
18.822,-0.081,3.6153031164430467,0.58009729186
18.835,-0.184,4.220188773565856,0.534060300095
18.835,-0.302,0.7796722437214113,1.11534152284
18.839,-0.031,0.8770941801416589,0.739887673921
18.84,-0.378,2.5187971320728697,1.53117308176
18.844,-0.286,14.900830867493319,0.736992567293
18.844,-0.085,2.0202228056852896,0.487953245977
18.847,-0.086,3.563733151143054,0.431598199057
18.851,-0.181,1.0216645235016468,0.381071228447
18.888,0.041,4.200541940106382,0.69217131266
18.895,-0.228,2.2406397555806525,0.747796611917
18.9,-0.096,1.348316161699282,0.514217708505
18.903,0.055,1.4385815667842714,0.286163407428
18.908,-0.088,1.0888625110691557,0.345133563821
18.909,0.075,3.0698462233959636,0.313485993663
18.91,-0.207,0.9186513019374232,0.762907301687
18.919,-0.119,1.4277081393106514,0.403954308051
18.931,-0.135,0.74926045854737,0.568813999449
18.933,-0.03,10.230334558722749,0.834094547799
18.941,-0.102,1.607730161941157,0.345704006019
18.949,0.045,2.2931261521982425,0.419696942804
18.952,0.053,3.268161775547657,0.47381937217
18.957,-0.24,1.4632996969457603,0.677364477998
18.97,-0.402,0.6246647060097665,0.346481929769
18.987,-0.074,7.3528720326987775,0.617058082052
18.997,-0.237,1.537876643776379,0.52364572379
19.0,-0.308,3.276729028551442,0.498314306752
19.002,0.132,1.4280528837133477,0.984481632207
19.006,-0.025,3.7219141359040173,0.722397064343
19.054,-0.055,1.5473787986040632,0.483456041144
19.06,0.028,2.112615661860298,0.438140533043
19.061,-0.208,2.1701290560342374,0.809589145088
19.077,-0.247,1.2031296311375648,0.39212085814
19.081,-0.29,3.7393081088758624,0.83794823809
19.088,-0.17,1.0772344470903386,0.537290867374
19.095,0.095,0.9395124477653678,0.578511717009
19.096,0.368,0.5324957599576973,0.512479273348
19.101,0.122,1.8203279382864535,0.547769781875
19.103,0.019,2.553161962292814,0.418554201177
19.104,-0.232,0.7689470830812359,0.519224350427
19.11,-0.261,1.3424808666015595,0.582653480077
19.116,0.079,1.5196823527871433,0.398304120546
19.13,-0.058,2.592012771022052,0.357797526152
19.133,-0.25,2.2465003890831787,0.491264689188
19.135,-0.124,6.641156228848882,0.250054589997
19.151,0.03,4.686337301652954,0.491374004753
19.163,-0.061,0.9291761188583217,0.255650997957
19.183,-0.162,2.0078562689633763,0.328256564719
19.183,-0.318,1.0853155028911454,0.614448448516
19.194,-0.186,4.29855733766624,0.479058875494
19.2,-0.066,2.2225582027258333,0.346432135631
19.226,-0.151,1.9592140019180708,0.434006622918
19.229,-0.068,1.4411221060395143,0.610447526569
19.23,0.014,4.85853840494289,0.422451936865
19.246,0.319,0.49759780241314655,0.473107752701
19.249,0.031,6.366256298236865,0.377864491399
19.249,0.264,0.43349374419578174,1.07996032418
19.266,0.344,0.9244498966160106,0.838209208367
19.266,-0.196,1.9678313101733302,0.744951281413
19.276,0.301,1.327315045788995,0.699282542979
19.287,-0.388,2.520132762127649,0.305483786743
19.292,0.076,27.267696366861045,0.737747712749
19.309,-0.38,0.9543360582293777,0.533804918379
19.311,-0.222,1.1956431230462972,0.346432287947
19.33,0.091,2.925045491430206,0.494538128994
19.336,-0.241,1.761134758217823,0.614681752439
19.346,-0.005,3.5271606416328973,0.426542232636
19.352,-0.21,1.2289898386011102,0.410594605219
19.368,-0.026,24.881815536626327,0.662303871792
19.378,-0.08,1.450211971714445,0.310897278564
19.403,-0.08,4.537746003535688,0.358569642936
19.405,-0.195,3.6486151567162763,0.603987045432
19.415,-0.055,6.6660933791697605,0.475188415198
19.417,0.257,4.351343342092801,0.171571234113
19.423,-0.091,4.150543073611497,0.597625900059
19.441,0.157,5.832419611794458,0.811615169558
19.443,-0.163,0.9611790225738086,0.418590741396
19.45,-0.196,0.7795431724951676,0.611393899956
19.453,-0.114,4.490531270906957,0.4454317678
19.475,0.169,2.011478098170605,1.20213817585
19.479,-0.196,2.2129384350574965,0.935959172087
19.491,-0.054,6.222287397064661,0.327454157463
19.495,0.115,3.063673286441551,0.631365315826
19.512,-0.204,0.7221416806814812,0.623399909829
19.52,0.077,4.041367186302826,0.471871567647
19.528,0.051,2.7914994755045393,0.329079245763
19.528,-0.088,1.1424429653407377,0.530111548432
19.534,0.13,4.935024594128017,0.344001124081
19.553,-0.209,0.7622180401211781,0.524066835095
19.589,-0.08,5.572208605904337,0.822043898265
19.608,-0.229,1.3411420607013722,2.08368222337
19.609,-0.138,1.6497904594369623,1.41687534981
19.614,-0.117,1.356253097889888,0.923619039924
19.616,-0.262,2.4891857768497854,1.01248708982
19.626,-0.045,1.2429013291597606,0.44150349378
19.634,-0.167,1.7618375147678502,0.802968424784
19.642,-0.175,1.385741752103789,0.836652091773
19.651,0.073,4.924195910100597,0.256696262444
19.651,-0.324,1.444905709321901,0.244520579909
19.668,0.111,4.0845242797757,0.657306953344
19.684,0.085,5.496712374567887,0.230372737667
19.695,-0.175,1.028872768758106,0.602007705473
19.703,-0.253,2.9367540016845366,1.27634636411
19.728,-0.114,1.5232467575266235,0.585156166008
19.737,-0.175,4.032025057423984,0.342708350696
19.754,-0.128,6.584431856625484,0.76312632974
19.759,-0.136,0.8684773503068941,0.494919425058
19.764,-0.005,2.845637770352941,0.292278963227
19.772,-0.114,2.505793887417111,0.474625862279
19.781,0.0,3.278584356080327,0.386915753746
19.83,-0.334,2.695971924239992,0.49142787822
19.866,-0.267,1.1452226293133123,0.370067649833
19.877,-0.084,3.2829482030938055,0.485747979584
19.912,-0.203,1.7825557328394424,0.823089789357
19.924,-0.006,2.5039428319460746,0.436021222965
19.924,-0.3,1.4957167452655182,0.455763461072
19.926,-0.256,4.289420832794781,0.647579796046
19.962,-0.096,1.6498195288015507,0.493256282994
19.974,-0.105,2.1387963949543005,0.597838553456
19.978,-0.214,1.641023475134097,0.555127562701
20.012,-0.165,4.485727067321303,0.677586939809
20.05,0.195,0.3518127854217024,0.609040028545
20.085,-0.133,5.324311769479517,1.30815129746
20.095,0.009,3.0752965485654142,0.526310040737
20.109,-0.112,1.286420984193498,0.377315055426
20.143,-0.088,3.4819593630835066,0.690104801161
20.237,0.076,3.9229751567414692,0.780275791917
20.276,0.057,2.309071831558306,0.33252969858
20.318,0.082,2.941636863282074,0.733958721931
20.333,0.08,1.2197190791119732,0.600009817942
20.334,-0.01,1.053477693985487,0.441454740104
20.371,-0.012,3.8141143239598994,0.841117382932
20.384,0.108,1.4791509271830336,0.427206464985
20.399,-0.159,1.9025848603260234,0.438228983717
20.411,0.19,4.235799402074189,0.613329274678
20.439,-0.147,2.0685995057638227,0.592557831016
20.505,-0.019,2.4673179029679764,0.376532231157
20.538,-0.165,1.4788635961605878,0.571877406647
20.655,-0.144,3.877379920121799,0.79051783637
20.667,-0.169,1.134250487861691,0.594604080533
20.693,-0.112,3.74196213112222,0.398186219747
20.704,-0.087,6.917701397600881,0.645858501346
20.707,-0.126,2.669572685290683,0.297197090382
20.709,-0.256,1.2160403060654505,0.491077797799
20.714,-0.337,7.514627573294809,0.530148813432
20.719,-0.017,1.5197094271605676,0.574075385097
20.732,-0.002,2.891149172694871,0.399602231085
20.732,-0.059,2.897181562874183,1.1565603308
20.733,-0.167,2.338136725986926,0.517898482239
20.736,-0.03,1.3141940446126577,0.528710736678
20.75,-0.096,3.1293214771546682,0.996520681372
20.767,-0.208,1.8114832721047325,0.589605672983
20.773,-0.043,4.326899776506095,0.934563367667
20.797,-0.173,1.099534286716648,0.741227585471
20.859,0.18,1.3622870420999451,0.697778290574
20.885,-0.178,1.1700272883332916,0.669464311534
20.895,-0.182,2.1886429031740264,0.998436754095
20.902,-0.169,1.7401680984007855,0.560914424467
20.979,0.095,0.49750477625386186,1.15365360221
20.983,0.13,4.0085656220003525,0.605396200733
20.99,0.088,0.35178548050237435,0.786334764073
20.994,0.1,2.060986057651211,0.404622022493
21.023,-0.167,5.739563471734214,0.530132306941
21.024,-0.061,4.8130964476123435,0.773469681165
21.147,-0.126,6.510918288378506,0.481776528689
21.191,-0.325,2.758151302130561,0.77662311805
21.214,-0.087,1.9583192056029346,0.414712945765
21.238,-0.157,9.469414179127062,0.501862801947
21.239,-0.2,3.3226331962403868,0.384622493126
21.273,-0.246,1.4082662967050847,0.638725025392
21.329,-0.137,2.184575738188815,0.419286403157
21.348,0.002,4.322449410641667,0.385427417926
21.358,-0.179,1.833237029490187,0.496979437525
21.382,-0.246,9.320290699763984,0.794459042388
21.451,-0.285,2.0753522588133215,0.323289810828
21.451,-0.26,3.4083970397454473,0.509245074385
21.481,-0.24,3.541736065365098,0.735373569538
21.537,-0.037,2.1899222340079985,0.362505467783
21.548,-0.079,1.758449129496504,0.286321851642
21.558,-0.044,1.28872758888452,0.382015710726
21.558,-0.134,5.896927673626371,0.597430256488
21.562,-0.033,4.175164503856088,0.567160915031
21.591,-0.148,2.734301125079846,0.427519371752
21.653,-0.001,0.7417648014609646,0.831557217182
21.819,0.145,5.00919847451333,0.518273251431
21.843,-0.066,2.6570876412607958,0.501224739048
21.852,-0.133,3.8186940783438708,0.69840795641
21.878,0.011,0.5672310139316098,0.979823916024
21.914,0.005,4.6147791259788296,0.43502717168
21.936,0.118,1.933466961471481,0.706154055515
22.013,0.266,3.029274853798819,0.238149174983
22.037,0.346,0.8835738858136496,0.739749979224
22.047,0.212,3.4943498458416324,0.593473921574
22.129,0.312,0.8770069994011016,0.627091725203
22.157,0.324,0.487831560600005,0.46264270137
22.173,0.252,2.3011519526929214,0.422592972999
22.213,0.284,13.399415166759354,0.498935493096
22.253,0.053,1.3052876552846204,0.719732158407
22.254,0.033,2.235064974704417,0.588766596832
22.289,0.028,0.6517493589082684,0.574648772464
22.314,0.06,2.8230867773079895,0.484332098407
22.332,-0.158,0.530816962912494,0.843285241571
22.338,0.211,0.58214855830756,0.575145291488
22.351,0.07,3.1832241829011756,0.662575936006
22.384,0.305,2.099360841143693,0.334687705986
22.405,0.291,2.0101741410627727,0.301068112529
22.406,-0.022,5.395943678093817,0.406062018924
22.415,0.052,1.1139703331917221,0.433330937924
22.416,0.011,5.267126878970713,0.489453955288
22.428,-0.17,0.753223242084572,0.980785784855
22.429,0.271,1.0620471421271478,0.373612021649
22.429,-0.015,6.477102285566248,0.429942111489
22.438,0.24,0.390278828675035,0.580725560776
22.453,0.375,1.4914938199165588,0.411848664714
22.463,0.328,2.0539960429573734,0.657408610691
22.464,-0.024,2.4318182500358794,1.26065947652
22.466,0.307,1.4137502199483976,0.299620434119
22.472,-0.047,3.2677952487793513,0.979977037718
22.472,0.352,2.4599829703679257,0.476038911717
22.487,0.323,1.3079188543032185,0.174669425383
22.501,0.002,3.7066283893992606,1.37464878314
22.512,0.323,0.8375980172708098,0.253578695745
22.515,-0.151,3.5434876537025652,0.512747258491
22.523,0.329,5.457683528374064,0.323857167849
22.528,-0.321,0.902791888347578,0.28815694366
22.537,-0.008,2.1028222601573305,0.510470645698
22.539,-0.052,2.900738434552806,0.467483726957
22.542,-0.025,2.8064907935208874,0.664860024246
22.544,0.001,2.431825677147695,0.517125207242
22.552,0.156,5.758000388689818,0.357961567275
22.554,-0.204,7.641991414017428,0.964312827063
22.56,0.171,0.8392965670286181,0.976904092241
22.562,0.343,4.582762453398437,0.394925587551
22.578,-0.038,7.833013070064096,0.425586250589
22.592,0.107,1.8872433102959105,0.575068538706
22.616,-0.149,1.5731970064501484,0.429580738107
22.63,0.039,2.180789454190965,0.369836179804
22.633,0.109,2.6564117451582248,0.767183456928
22.647,0.126,1.870629770642019,0.508322802095
22.682,0.072,1.085965187722627,0.465160837273
22.7,-0.213,2.3904529667430787,0.635782731693
22.718,-0.072,1.42854811856008,0.475595414346
22.726,-0.007,4.671501395547119,0.645735137335
22.728,-0.272,2.634198610634634,0.441720634198
22.728,0.126,2.3189792928473065,0.791641147772
22.733,-0.307,9.817803299709722,0.587541748273
22.733,-0.092,1.1773542552908889,0.595054122875
22.74,-0.251,6.694952385874955,0.743952731167
22.742,-0.071,2.3678597110001673,0.771672684538
22.75,0.186,2.116507742362086,0.339055194589
22.756,-0.277,1.744063172969231,0.374495839951
22.772,-0.242,1.763572385569757,0.470080071374
22.781,-0.11,2.059509379575209,1.03552249877
22.781,-0.081,3.4542874239895376,0.912013736246
22.788,-0.265,0.9770511646952742,0.552219374069
22.853,0.174,3.461339102234539,0.538916737416
22.862,0.156,1.3199656128052264,0.500948118848
22.883,-0.098,2.3777356257992897,0.569101323787
22.893,0.022,1.765460795687567,0.466793916629
22.901,-0.002,1.5610698429267746,0.424661822018
22.911,-0.206,1.0037872039958022,0.228554662037
22.913,-0.262,1.767401777935866,0.696920006582
22.925,-0.175,1.6744217318759453,0.307863338964
22.936,0.102,1.5353278579792382,0.887944605924
22.937,-0.256,1.6730445411079082,1.36527720353
22.943,-0.333,4.003047628499137,0.822652759368
22.95,0.146,2.036760451354841,0.26078204366
22.953,-0.004,1.5953020283248003,0.840077671234
22.955,-0.353,4.056665950139032,0.529327959249
22.956,-0.108,3.0907742124748756,0.587242267174
22.956,-0.233,1.6743494346843046,0.573324542509
22.958,-0.198,4.600056486127006,0.405431000319
22.959,-0.158,4.814550766961541,0.567500242925
22.961,0.024,6.858753923511965,0.543135395225
22.969,0.166,4.300173091951098,0.475378787252
22.987,0.132,2.6753517667782134,0.26370733812
22.988,0.217,2.7030587812046667,0.385893578187
22.992,-0.234,2.413096069650607,0.665160245094
23.005,0.124,2.4587842005918885,0.789880948117
23.013,-0.224,2.1288903616847463,0.53373912046
23.02,-0.116,7.71857601501818,0.408008515577
23.027,0.226,2.644104454458672,0.360964626996
23.033,-0.164,1.248868400145598,0.414265349057
23.034,0.119,2.7229780075065695,0.767740383533
23.045,0.185,10.185907646989534,0.679177145704
23.049,0.289,2.573935273442417,0.575885666592
23.066,0.26,1.9720010560928154,0.488428211758
23.067,0.06,5.069409087102721,0.624657384211
23.074,-0.327,0.9268862306554085,0.782523882924
23.08,-0.206,2.3900232375166492,0.485888925074
23.085,-0.067,1.0173456632869835,0.436718011844
23.095,0.162,7.126324636985221,0.546053780558
23.101,-0.078,2.2260882360501335,0.635230946495
23.111,0.031,1.2696390046151644,0.528869637569
23.117,0.122,3.9048076933436326,0.411898010587
23.121,0.142,2.415752348030221,0.282692292916
23.13,0.244,2.356257059030804,0.333073636041
23.13,-0.068,1.3356490051489143,0.526221819734
23.14,-0.337,3.109144481749719,0.670968061846
23.149,0.193,0.42973739660550747,0.412456171258
23.157,-0.357,3.1537182509452126,0.619932659667
23.173,-0.001,3.2289934350507146,0.677255480799
23.181,-0.141,1.4768490144091584,0.460122281728
23.183,-0.2,0.9658714578298544,0.488598671486
23.193,0.024,2.202405344784012,0.381768313833
23.203,-0.296,2.3189968376063037,0.458930584736
23.203,0.227,0.4699466919240323,0.393850505927
23.214,0.006,7.69404797285152,0.590063255846
23.216,-0.373,12.788290039468286,0.814228062042
23.218,-0.292,2.5975785160820153,0.511316930909
23.221,-0.115,1.2836925996117843,0.516803435665
23.229,-0.228,2.42963677135138,0.37955112502
23.232,0.165,1.6118946894830255,0.380017385186
23.253,-0.06,3.049551331512098,0.561517221858
23.255,0.102,1.711713241226902,0.604252772502
23.255,-0.225,1.4945360747374208,0.297750736543
23.257,0.205,1.5838420892367244,0.413666187205
23.262,-0.259,1.5643349790602679,0.624231343827
23.27,0.078,2.735962996581159,0.711257440009
23.271,-0.265,8.37758284170984,1.07268884925
23.273,-0.356,1.254073359394312,0.548822183748
23.28,0.19,2.928863498494276,0.458827807574
23.287,0.274,2.0584003854557817,0.355583381275
23.289,-0.228,1.8880325890143939,0.537974811272
23.289,-0.315,6.6678566178936265,1.14190985466
23.289,0.038,1.5323158150511993,0.475117728813
23.29,-0.303,1.3354901951115992,1.34050422836
23.293,-0.225,11.688573573952496,0.964361580271
23.306,0.203,2.759137625313134,0.432005751654
23.307,-0.204,4.691589782759956,0.512505432289
23.31,0.054,3.5481376796191717,0.551117252546
23.316,0.13,1.8178959878444554,0.611129415122
23.317,-0.307,3.9410568295455093,3.98820462143
23.322,0.035,2.527408865283233,0.831539293246
23.325,0.188,6.065342516374031,0.471565441477
23.333,-0.227,1.5382931003890672,0.54631407569
23.338,-0.241,2.8743631337452515,0.852223270893
23.339,-0.119,1.0840072816836617,0.257080092887
23.352,0.34,1.5354678808184763,0.449494299412
23.354,-0.2,3.110168646516299,0.402600060778
23.355,-0.341,4.901751472084045,0.399800950128
23.357,0.287,1.5386124611030154,0.343657120515
23.364,-0.309,1.971915559902868,0.641280114401
23.366,0.096,5.869960329203127,0.689907848003
23.367,-0.289,5.371588883971475,1.05300205975
23.374,0.186,2.847013041333529,0.507240062645
23.382,0.286,1.3980825307212807,0.502630502632
23.383,-0.238,2.0886830948367985,1.09579514579
23.388,-0.194,24.921824552714803,0.949422617014
23.388,0.188,3.1260439795901065,0.631396785256
23.388,0.26,2.203637315705181,0.336360457337
23.392,0.174,1.664032025277818,0.588789480725
23.397,-0.211,3.1029682952139357,0.496525936406
23.404,-0.112,5.754370900760378,0.395145376569
23.425,-0.147,1.6834853961363023,0.610017667142
23.428,0.065,1.6756399405293494,0.485966357077
23.439,-0.205,2.2746188637909723,1.41894637718
23.447,-0.072,3.4942976076944916,0.655938614406
23.451,-0.03,5.256441677014739,0.667025932264
23.453,-0.201,1.5606360425693473,0.953008295549
23.458,0.263,1.4210046198588746,0.252000064288
23.461,-0.01,1.2930861482533411,0.499112378251
23.469,-0.211,6.90639946216791,0.62394936915
23.472,0.093,7.5869122314857735,0.692908175143
23.496,-0.084,1.372908203354694,0.330512221716
23.498,-0.175,1.8712535419345346,0.908484538715
23.503,0.013,3.0143906578220108,0.459820469404
23.504,-0.25,0.7454321876684867,0.425414243106
23.51,-0.016,1.7213345732674807,0.788378344567
23.516,-0.048,2.2235850939639605,0.752624688816
23.517,-0.165,1.5273877042639217,0.393462369576
23.518,-0.077,1.0791710121155464,0.286451880851
23.521,0.225,4.776805385433731,0.855500842046
23.523,0.031,1.4851193549767703,0.343008506273
23.534,-0.06,1.3737400833885647,0.705716703704
23.541,-0.006,2.7162619410164104,0.378371352249
23.549,0.207,1.988257778127755,0.735856927137
23.559,-0.06,2.807903604618271,0.376380049257
23.561,0.245,1.402371623013788,0.400128052919
23.571,0.16,1.3516524540983461,0.375171797535
23.572,0.022,8.088638452360417,0.851032755041
23.576,-0.168,2.2490883525310243,0.483422899114
23.602,0.023,2.9426233642422255,0.394632459614
23.605,0.114,3.591068343403179,0.60407637729
23.606,-0.011,5.992773305732196,0.469436914286
23.606,-0.129,1.3742841462948403,0.50394593055
23.626,-0.102,2.74973353890482,0.471684304447
23.631,0.038,0.9493780808599049,0.548286151368
23.64,-0.262,2.1050002521318816,0.658111715671
23.645,0.244,4.324923352277594,0.36320681859
23.653,0.192,3.659388655259312,0.668853323584
23.656,-0.139,3.062825213994929,0.554373800235
23.664,-0.084,1.6098570450484442,0.36775223569
23.669,0.117,1.105450143625054,0.480233933747
23.689,0.267,2.197949520668157,0.384924162403
23.69,-0.062,1.4321162016434288,0.392239771826
23.705,-0.196,2.340532851489446,1.14598018906
23.709,0.175,10.918781304806936,0.818109908103
23.709,0.209,1.9485024362676897,0.333676515462
23.713,-0.091,2.9308571327476214,0.53029567931
23.715,-0.025,1.3287276760925664,0.344431744779
23.722,0.254,2.080824386399216,0.302165130385
23.723,-0.009,1.7431939904391227,0.587851875801
23.733,0.266,2.854526406352843,0.633536046819
23.736,-0.185,2.577274125850429,0.648835558202
23.738,-0.109,1.3296696795927627,0.377847105961
23.74,-0.158,4.46394595736438,0.568085687215
23.75,-0.045,2.5697488960712436,0.457800942882
23.767,0.131,13.170343183319009,0.58326985408
23.771,0.016,2.72015595286972,0.526310025323
23.784,0.162,4.623924686230698,0.70651239951
23.787,-0.1,3.360056179888652,0.941932722622
23.797,0.196,5.2597515751604895,0.491643668698
23.797,-0.034,1.7436876678480726,0.309327339387
23.8,-0.001,2.332751011063355,0.297975582183
23.816,-0.147,2.116754125857287,0.40895994829
23.817,0.132,3.6988240025686205,0.777291571426
23.824,-0.175,4.419558807660174,0.507021795283
23.83,-0.194,1.7895587121617313,0.674540268935
23.836,0.003,1.3737414874262825,0.272739558653
23.85,0.103,0.6825409603438433,0.543836541833
23.854,-0.298,2.9766480578019086,0.37908699786
23.854,0.071,1.566310688744589,0.36975506859
23.857,-0.122,7.035677740554478,0.983729049542
23.869,-0.175,3.0126894178713632,0.479477197149
23.872,-0.36,2.517641965551905,0.39852260211
23.888,0.064,3.030286466592031,0.813192997106
23.92,-0.277,1.1470467928402217,0.345938115169
23.926,-0.283,0.9377576843657375,0.398279770512
23.929,-0.176,1.8350382370233496,0.824198409939
23.973,0.099,2.7826460209845463,0.47046908869
23.973,0.038,0.7551473227608988,0.276834472484
23.974,0.154,8.825427089571047,0.717261697188
23.975,-0.104,6.492214553597814,0.988964398786
23.989,0.169,2.090454793167356,0.252750760074
23.993,-0.004,1.432111612133812,0.594092619509
24.005,0.111,4.394664818790399,0.458495679324
24.015,0.049,7.4470421111836576,0.64781854239
24.022,-0.07,1.1298290381535496,0.293306184028
24.024,0.212,7.918731789633731,0.801068290229
24.025,0.247,2.7995786673987553,0.580004160471
24.03,-0.033,1.2886963481871287,0.649829356747
24.032,0.103,3.9233275460398014,0.36854241645
24.033,-0.053,1.2476606356599886,0.459185963097
24.033,0.147,1.7654798655282573,0.345053402638
24.045,0.101,4.197337496879351,0.414729992029
24.05,0.191,1.6791239666852908,0.807070224018
24.05,0.204,6.388036286607889,0.620712967101
24.051,-0.218,3.583682248304217,0.500005258658
24.055,0.028,2.292868386354198,0.474217733757
24.057,-0.266,1.285255411752873,0.344756759168
24.058,0.177,3.3597247296172044,0.603641909475
24.064,-0.0,2.4120580537535288,0.483852721802
24.064,-0.165,1.245175357338213,0.420476006517
24.075,-0.078,0.7343040304105883,0.268009506694
24.082,0.202,1.8121196049793606,0.50836100524
24.086,-0.103,1.4439303482573997,0.431016139503
24.091,-0.019,2.8016832293032805,0.285739126394
24.095,0.09,2.312247072728485,0.64229142147
24.101,0.348,1.695650461964669,0.640568506094
24.104,0.072,3.9704280043918168,0.542207961099
24.105,-0.008,3.5734195755020113,0.75542369854
24.113,-0.17,5.788377663415746,0.680724003608
24.116,0.253,5.6315799568308815,0.528229591247
24.125,0.118,2.764903394180409,0.288235547722
24.13,-0.11,1.704762152352903,0.627202456153
24.137,0.125,1.4891859682931126,0.338098918881
24.146,0.208,1.1453564955452886,0.507561066438
24.146,-0.008,0.7430204310907254,0.767502271887
24.152,-0.072,1.1740582290768775,0.247928523814
24.156,-0.008,1.5609976610744265,0.595631628567
24.158,0.086,3.011644532579199,0.415729151571
24.162,0.165,4.408202809762208,0.496356415763
24.163,-0.018,1.610080684882642,0.422658131019
24.168,0.016,0.9896031096612861,0.36547795814
24.169,0.124,8.464277331383212,0.571916675889
24.173,-0.109,2.6010229625495724,0.449267379468
24.176,0.051,3.7077693668083676,0.353240521089
24.184,-0.032,2.2722357092482106,0.400145270265
24.186,-0.157,2.692077257846281,0.468019907362
24.193,-0.077,1.1591883323341174,0.271911692202
24.203,0.05,3.8651576824650236,0.678374719067
24.204,-0.263,2.433028875646761,0.35277341606
24.208,-0.223,0.7708309023569317,0.340867568779
24.21,-0.05,6.751569808345495,0.8535404455
24.212,0.146,1.2927421847052032,0.595418272064
24.214,0.118,2.6172822764304993,0.610158787121
