 2.6	40.6
 1.5	42.2
 1.9	 6.9
 3.0	 9.7
 2.2	10.3
 2.4	41.3
 1.3	 4.6
 2.7	32.1
 2.8	23.2
 2.9	33.8
 1.9	22.8
 3.1	27.1
 3.1	16.7
 4.0	45.0
 1.4	15.3
 2.0	23.7
 1.9	18.1
 1.7	32.0
 2.2	 7.5
 2.8	46.0
 2.8	22.9
 1.9	18.4
 1.1	17.1
 0.5	10.6
 3.1	11.4
 2.8	16.0
 2.3	19.8
 2.0	 6.4
 2.3	83.4
 1.6	28.2
 0.8	 8.8
 4.6	23.3
 1.5	11.6
 5.9	29.8
 2.0	 9.7
 2.1	 8.2
 1.8	22.7
 1.6	 5.7
 1.7	25.4
 2.7	19.3
 1.7	 9.7
 0.9	20.2
 1.0	 9.1
 2.5	26.4
 1.9	12.0
 2.1	25.8
 3.0	26.3
 3.9	23.3
 1.8	34.7
 1.8	 7.3
 4.1	52.0
 2.5	53.7
 1.7	16.3
 1.8	17.9
 2.0	42.7
 1.3	 7.2
 2.1	34.0
 2.5	37.4
 1.4	 9.6
 1.5	12.8
 1.2	 8.4
 2.0	16.1
 2.5	25.8
 3.3	38.5
 1.6	12.2
 1.0	12.5
 1.7	16.9
 1.8	 6.1
 1.6	17.7
 1.4	14.8
 2.6	29.0
 3.2	10.5
 1.6	 9.2
 1.0	17.0
 3.6	23.3
 1.5	15.0
 3.7	37.2
 1.3	19.5
 1.8	13.8
 3.5	24.3
 4.1	26.5
 3.2	16.6
 0.8	16.3
 2.5	31.6
 1.9	 9.4
 2.5	23.8
 2.9	41.1
 1.7	14.0
 2.4	19.9
 2.9	40.8
 4.5	34.9
 2.1	12.9
 1.1	13.2
 1.2	 5.0
 1.9	26.1
 2.9	44.7
 2.4	14.4
 0.8	19.4
 6.8	41.8
 1.8	 8.8
 0.7	 8.4
 3.3	36.2
 2.6	12.5
 3.2	14.7
 3.7	58.6
 1.6	13.6
 2.6	21.9
 2.5	19.0
 2.1	37.7
 1.4	15.0
 1.7	44.4
 1.6	23.0
 2.4	34.0
 2.2	35.7
 3.4	32.9
 1.5	21.3
 1.2	19.9
 2.2	30.1
 2.1	21.5
 2.8	18.1
 2.3	 7.6
 3.3	16.1
 1.0	15.7
 2.7	36.0
 1.2	12.8
 1.7	 6.4
 3.6	31.7
 2.0	17.2
 3.1	25.3
 2.2	13.9
 3.1	31.8
 1.6	 6.4
 3.4	20.8
 2.7	10.8
 1.5	10.8
 3.8	90.8
 0.9	12.5
 1.8	11.4
 1.8	42.6
 1.4	25.3
 3.0	20.6
 2.2	15.9
 3.8	16.9
 1.2	 7.1
 4.0	46.1
 4.4	47.0
 3.4	13.6
 2.1	19.8
 1.7	17.7
 1.9	32.0
 1.1	11.9
 2.0	 7.3
 2.5	31.3
 1.6	12.3
 2.3	 9.0
 1.1	15.9
 2.5	12.8
 2.9	28.2
