Ncl     x     y     v  Tpeak  FWHMx  FWHMy    R    FWHMv     Sum(T)    Npix
391   254   262   326   0.58   0.00   0.00   0.56   8.75       6.31      15    
392   548   282   763   0.58   2.32   1.09   1.38   0.00       2.68       6    
393   143   422   556   0.58   5.13   8.79   5.94   5.36     206.84     662    
394   370   164   336   0.58   0.00   -NaN   0.56   4.02       2.88       7    
395   578   196   529   0.58   2.18   3.66   1.49   6.26       7.72      21    
396   480   151   599   0.58   1.17   1.89   1.38   0.59       3.25       7    
397   412   173   599   0.58   1.61   1.00   1.13   2.50       4.50      11    
398   137   263   366   0.58   1.12   1.11   0.98   1.17       2.88       6    
399   497    74   307   0.58   -NaN   2.36   1.13   1.07       2.44       6    
400   449    65   812   0.58   1.67   1.86   1.60  13.71      29.58      72    
401   563   170   536   0.58   1.06   1.53   1.13   0.93       2.51       6    
402   213   485   484   0.58   2.05   1.80   1.38   0.97       3.77       9    
403   138   313   555   0.57   4.48   6.80   3.78   4.90      60.82     191    
404   478   146   802   0.57   0.97   1.64   1.13   0.94       2.67       6    
405   460   238   381   0.57   0.00   0.00   0.56   8.75       6.26      15    
406    78   269   566   0.57   -NaN   1.18   0.80   1.67       2.33       6    
407   183   311   551   0.57  10.67   6.03   6.82   4.58     241.82     827    
408   474   170   348   0.57   1.95   1.07   0.98   1.50       2.85       7    
409   158   106   588   0.57   3.56   4.42   3.09   3.45      46.51     139    
410   589   190   534   0.57   -NaN   1.18   0.80   2.35       3.48       8    
411   445    65   783   0.57   1.16   1.71   1.26   0.69       2.74       6    
412   122   263   338   0.57   1.66   1.11   1.13   3.24       3.96       9    
413   384   357   643   0.57  13.95   9.70   7.36   4.19     214.37     689    
414   183   416   624   0.57   1.08   1.86   1.26   2.13       4.37      13    
415   508   285   392   0.57   1.47   1.54   1.26   1.17       3.46      10    
416   466   110   771   0.57   1.37   1.55   1.38   3.49       4.63      11    
417   235    64   674   0.57   4.02   4.00   3.74   4.17      80.92     252    
418   588   175   532   0.57   1.40   1.46   1.38   3.13       6.60      16    
419   513   374   513   0.57   9.45  10.53   6.68   6.83     297.95     921    
420   418   168   600   0.57   -NaN   1.18   0.80   2.14       2.84       7    
421   493   149   805   0.57   1.06   1.13   0.98   5.23       9.54      23    
422   442   239   632   0.57   1.08   1.64   1.13   1.61       3.64       9    
423   525    91   726   0.57   1.91   0.83   1.13   1.16       3.30       7    
424   254   270   443   0.57   1.81   1.00   1.13   1.51       4.06       9    
425   346   169   515   0.57   1.13   1.09   0.98   1.41       2.48       6    
426   239   392   742   0.57   1.08   0.91   0.98   1.42       2.33       6    
427   570   272   558   0.57   1.11   1.11   0.98   1.45       2.96       7    
428   480   272   689   0.57   5.21   3.44   3.14   4.75      69.60     184    
429   347   165   523   0.57   0.95   2.09   1.26   1.99       3.92      11    
430   460   133   495   0.57   2.24   1.76   1.38   0.00       3.08       6    
431   388    49   498   0.57   1.78   -NaN   0.98   2.15       3.22       7    
432   570   144   707   0.57   1.15   1.18   1.13   1.11       2.95       7    
433    53   270   465   0.57   1.04   0.00   0.80   3.85       3.44       8    
434   490   322   709   0.57   3.43   4.11   2.65   3.14      28.79      90    
435   441   231   484   0.57   2.18   1.13   1.38   0.00       3.19       6    
436   585   237   625   0.57   2.11   4.44   2.46   3.73      37.21     101    
437   374    52   441   0.57   1.61   2.36   1.38   1.02       3.46       9    
438   314    78   489   0.57   1.60   2.13   1.49   1.18       5.10      14    
439   337   270   566   0.57   4.99   5.56   5.11   6.73     184.43     617    
440   223   262   519   0.57   1.41   2.37   1.60   2.18       6.94      23    
441   514   106   299   0.57   0.00   1.07   0.80   9.28       7.22      19    
442   514    52   660   0.57   0.00   0.00   0.56   3.49       2.47       6    
443    11   270   565   0.56   1.18   -NaN   0.80   1.65       2.17       6    
444   552   398   347   0.56   1.13   2.16   1.13   1.61       2.15       6    
445   535   134   610   0.56   -NaN   -NaN   0.56   8.76       6.15      15    
446   450   246   346   0.56   1.85   1.18   1.38   2.55       3.45       8    
447    89   269   599   0.56   2.22   1.98   1.60   1.54       7.15      17    
448    19   268   367   0.56   -NaN   1.18   0.80   1.67       2.35       6    
449   500   445   358   0.56   2.57   1.57   1.38   0.00       2.37       6    
450   503   240   378   0.56   1.49   2.35   1.60   6.18      29.46      77    
451   476   129   537   0.56   1.11   1.10   0.98   5.41       7.92      23    
452   597   298   534   0.56   0.70   1.03   0.98   5.43       5.24      13   
453   576    56   768   0.56   1.60   1.77   1.38   0.00       3.20       6    
454   465    86   510   0.56   0.00   1.17   0.80   1.73       2.24       6    
455   541    83   510   0.56   1.12   1.12   0.98   1.12       2.27       6    
456   535   134   359   0.56   -NaN   0.00   0.56   8.75       6.13      15    
457   596   155   570   0.56   1.57   1.93   1.38   2.30       4.11      10   
458   381   172   667   0.56   2.30   3.02   1.87   3.86      10.48      28    
459   185   406   605   0.56   3.01   2.70   2.11   0.50       6.09      15    
460   520   160   462   0.56   -NaN   1.83   0.98   1.34       2.19       6    
461   346   250   372   0.56   6.36   2.42   2.82   4.31      51.19     149    
462   274   486   645   0.56   2.92   2.35   1.69   1.91       7.12      20    
463   497    63   789   0.56   -NaN   1.82   0.98   1.42       2.27       6    
464   536   160   353   0.56   0.88   1.78   0.98   1.50       2.36       6    
465   469    86   398   0.56   1.01   0.77   0.98   5.43       3.28       9    
466   528    63   398   0.56   1.70   1.65   1.49   1.14       4.17      11    
467   207   487   386   0.56   1.94   1.12   0.98   1.17       2.33       6    
468   560    99   434   0.56   0.61   0.97   0.98   8.19       5.54      14    
469   103   268   403   0.56   -NaN   1.12   0.80   2.42       2.87       7    
470   449    79   599   0.56   0.00   1.16   0.80   2.42       1.81       6    
471   415   170   601   0.56   1.16   0.00   0.80   2.11       2.88       7    
472   242   225   534   0.56   6.54   5.46   5.20   3.56      99.97     317    
473   363    47   302   0.56   0.83   0.61   0.98   8.47       7.12      17    
474   462    87   532   0.56   0.00   2.21   1.13   1.55       3.47       9    
475   367   221   388   0.56   2.51   1.13   1.49   1.64       3.93      10    
476   430   170   519   0.56   0.00   1.18   0.80   4.48       5.76      15    
477   530   142   687   0.56   1.76   1.14   1.13   1.07       2.69       6    
478   551   170   535   0.56   1.02   1.60   1.13   2.18       5.40      14    
479   528   384   542   0.56   2.53   1.42   1.49   0.00       2.99       7    
480   128   326   561   0.56   5.97   4.92   4.44   3.60      84.30     276    
481   314   164   564   0.56   1.16   1.16   0.80   2.19       2.91       7    
482   541   443   802   0.56   1.58   1.13   1.26   4.20       3.28       9    
483   230   482   710   0.56   1.81   1.17   1.38   1.09       4.10      10    
484   506   141   338   0.56   1.11   1.10   0.98   1.34       2.31       6    
485   402   255   526   0.56   4.14   4.21   2.99   3.59      43.37     122    
486   274   309   677   0.56   4.26   5.44   4.41   4.64     108.33     365    
487   398   118   494   0.56   2.38   1.69   1.49   0.00       3.03       7    
488   289   497   369   0.55   0.92   2.63   1.26   1.65       4.23      11    
489   444   191   555   0.55   1.03   2.74   1.38   3.81       5.97      14    
490   366   499   734   0.55   1.77   2.26   1.69   0.00       3.81       9    
491   450   505   316   0.55   0.00   -NaN   0.56   7.57       5.22      13    
492   557   152   434   0.55   -NaN   -NaN   0.56   8.75       6.04      15    
493   261   457   779   0.55   1.59   0.90   1.13   1.01       2.27       6    
494   432   243   542   0.55   1.91   1.52   1.38   0.00       2.80       6    
495   557   110   299   0.55   0.00   0.00   0.56   3.45       2.43       6    
496   593   213   588   0.55   0.00   -NaN   0.56   4.25       3.06       7    
497   417   169   523   0.55   0.00   1.18   0.80   3.58       4.85      12    
498   208   315   684   0.55  11.43   5.65   7.61  12.86     769.22    2449    
499   443   426   657   0.55   1.41   2.97   1.69   0.00       4.28       9    
500   254   262   577   0.55   -NaN   0.00   0.56   8.76       6.03      15    
501   466   198   346   0.55   1.11   1.18   0.98   2.90       3.20       9    
502   554    74   656   0.55   0.99   1.65   1.26   2.23       4.18      11    
503   340   210   567   0.55   2.00   2.29   1.78   1.97       9.76      28    
504   491   166   603   0.55   1.77   1.73   1.38   1.32       5.01      12    
505   413   235   575   0.55   1.69   1.55   1.38   1.38       3.14       8    
506   526   253   639   0.55   2.40   3.12   2.19   2.25      16.07      46    
507   426   168   593   0.55   -NaN   1.16   0.80   5.08       6.10      15    
508   284   262   415   0.55   1.17   0.00   0.80   1.65       2.11       6    
509   490   144   296   0.55   1.61   1.17   1.13   7.57      10.86      27    
510   446   107   459   0.55   2.34   0.96   1.26   1.85       3.26       9    
511   562   165   745   0.55   1.98   1.80   1.13   1.45       3.14       8    
512    87   259   782   0.55   1.17   1.18   1.13   1.18       3.83       8    
513   504   235   379   0.55   2.90   3.34   2.39   7.79      64.13     183    
514   490   202   681   0.55   1.93   1.14   1.38   1.82       4.66      13    
515   557   152   685   0.55   0.79   1.23   0.98   9.87       6.89      17    
516   340   469   794   0.55   1.18   2.44   1.38   0.00       2.58       6    
517   565   253   652   0.55   6.26   4.73   4.41   5.90     184.86     518    
518   144   263   448   0.55   -NaN   1.18   0.80   2.20       3.16       8    
519   511   236   390   0.55   2.26   2.14   1.38   3.06       5.72      16    
520   545   167   344   0.55   1.06   1.68   1.13   0.96       2.52       6    
521   492    99   659   0.55   1.15   2.71   1.38   1.02       3.64       9    
522   571    92   541   0.55   1.18   1.68   1.13   1.14       2.91       8    
523   224   477   776   0.55   1.60   1.62   1.26   1.88       4.49      13    
524   586   268   529   0.55   1.17   3.81   1.49   3.93      12.79      32    
525   588   268   527   0.55   0.00   0.00   0.56   4.05       2.75       7    
526   160   482   606   0.55   -NaN   1.87   0.98   1.81       3.10       8    
527   590   435   795   0.55   1.17   1.16   1.13   1.07       2.66       7    
528   453   247   346   0.55   0.82   1.92   1.13   1.11       2.88       7    
529   580   255   651   0.55   5.16   4.47   3.74   5.40     110.46     304    
530   527   317   389   0.55   1.76   1.82   1.26   1.35       3.66      10    
531   508    73   511   0.55   1.16   2.38   1.49   0.61       3.28       8    
532   520   147   638   0.55   1.09   1.09   0.98   3.81       7.53      19    
533   388   210   334   0.55   1.69   1.49   1.38   0.63       2.76       7    
534   528   456   290   0.55   -NaN   -NaN   0.56   6.51       4.48      11    
535   521   278   537   0.55   4.49   4.59   3.78   5.83      95.83     297    
536   399    72   411   0.55   1.15   1.81   1.26   1.95       4.39      14    
537   408   408   425   0.54   1.78   1.17   1.26   1.65       2.03       6    
538   312   157   522   0.54   1.17   1.17   1.13   1.44       3.39       9    
539   555    77   607   0.54   1.96   1.15   0.98   1.17       2.01       6    
540   427   510   721   0.54   1.64   2.10   1.38   0.00       2.74       6    
541   392    49   529   0.54   1.18   0.00   0.80   1.71       2.29       6    
542   188   271   599   0.54   0.00   0.00   0.56   6.47       4.42      11    
543   104   335   416   0.54   6.11   4.30   4.26   3.48      74.48     243    
544   543   149   524   0.54   0.84   1.17   0.98   1.85       2.84       7    
545   505   218   700   0.54   2.55   3.38   2.03   2.31      14.25      39    
546   487   132   542   0.54   2.69   1.69   1.60   8.21      16.26      47    
547   459   389   588   0.54   7.28   6.27   4.30   5.58      97.90     298    
548   436    52   466   0.54   1.10   1.13   0.98   1.42       2.55       6    
549   150   264   680   0.54   0.00   1.80   0.98   1.17       2.33       6    
550   534    94   683   0.54   1.15   1.87   1.26   1.06       3.31       9    
551   269   267   410   0.54   1.13   1.09   0.98   1.14       2.28       6    
552   329   370   554   0.54   2.55   3.49   2.33   2.94      26.16      77    
553   219   262   675   0.54   1.13   2.88   1.49   1.55       5.64      16    
554   448   198   557   0.54   2.84   3.93   2.11   2.83      14.78      40    
555   381   415   383   0.54   1.49   1.70   1.38   0.00       2.36       6    
556   577   151   296   0.54   0.00   0.93   0.80   3.40       2.79       7    
557   492    55   622   0.54   1.10   1.72   1.13   1.04       2.50       6    
558   522   248   639   0.54   3.22   1.17   1.49   4.27       8.45      24    
559   151   317   563   0.54  11.85   7.24   6.63   8.69     258.12     915    
560   489   277   566   0.54   1.17   0.85   0.98   2.67       3.41       8    
561   212    93   679   0.54   3.70   3.74   3.52   3.24      47.76     159    
562   231   455   550   0.54   1.71   0.82   1.13   3.78       4.77      14    
563   450   259   498   0.54   0.00   0.00   0.56   4.19       2.89       7    
564   491   120   624   0.54   1.09   1.09   0.80   4.80       4.10      10    
565   546    72   586   0.54   2.20   1.95   1.49   0.00       3.06       7    
566   284   193   587   0.54   2.18   2.70   2.19   2.40      15.74      51    
567   260   262   563   0.54   1.16   2.80   1.38   1.65       4.01      12    
568   496   233   543   0.54   1.59   2.57   1.60   2.81       7.64      21    
569    88   259   473   0.54   0.99   1.98   1.13   1.15       2.52       7    
570   323   227   313   0.54   2.11   2.45   1.38   0.00       2.84       6    
571   151   397   474   0.54   1.33   2.46   1.69   1.65       4.29      13    
572    79   265   327   0.54   -NaN   0.00   0.56   4.74       3.23       8    
573   224   453   711   0.54   1.18   1.40   1.13   1.03       2.39       6    
574   458   399   488   0.54   1.79   0.98   0.98   1.90       2.44       7    
575   437    45   382   0.54   1.90   1.06   1.13   3.32       8.53      22    
576   462   370   594   0.54   2.34   1.13   1.38   5.14       6.84      20    
577   246    49   560   0.54   0.00   1.18   0.80   3.96       4.65      13    
578   297   517   507   0.54   1.68   1.18   1.26   1.19       2.87       8    
579   518   313   639   0.54   1.18   1.18   1.13   1.13       2.81       8    
580   187   267   672   0.54   0.00   1.17   0.80   2.81       3.93       9    
581   219   431   724   0.53   1.75   1.93   1.13   1.00       1.88       6    
582   176   467   443   0.53   1.95   1.17   1.38   1.75       3.80      10    
583    40   334   696   0.53   4.86   7.90   4.75   3.33      82.25     251    
584   487   287   313   0.53   1.12   1.80   1.26   0.68       2.56       6    
585   441   143   585   0.53   0.00   -NaN   0.56   4.81       3.33       8    
586   578    58   611   0.53   1.07   1.09   0.98   1.15       2.42       6    
587   307   171   777   0.53   2.13   1.58   1.38   0.00       2.66       6    
588   216   474   593   0.53   1.17   1.89   1.38   0.66       2.70       7    
589   439    46   385   0.53   1.16   1.26   1.13   4.51       4.37      12    
590   389   205   680   0.53   1.08   1.04   0.98   2.28       2.92       9    
591   559   211   335   0.53   1.17   0.82   0.98   2.95       3.77      10    
592   482   165   428   0.53   1.17   1.99   1.38   0.78       3.22       7    
593   507   234   344   0.53   0.00   0.97   0.80   4.61       2.47       7    
594   364   139   782   0.53   2.34   1.16   1.49   0.58       3.43       8    
595   550   110   333   0.53   0.00   0.00   0.56   3.45       2.30       6    
596   339   253   432   0.53   1.90   1.17   1.38   0.00       2.55       6    
597   527   132   623   0.53   1.12   1.89   0.98   1.17       2.47       6    
598   492   135   658   0.53   1.13   1.13   0.98   2.84       5.63      14    
599   347   251   410   0.53   1.47   1.68   1.38   1.58       4.38      14    
600   544   170   537   0.53   2.70   2.21   1.49   2.27       9.38      24    
601   455   231   540   0.53   1.05   1.63   1.13   1.14       3.10       8    
602   180   332   484   0.53   3.84   5.64   4.11   3.44      65.53     213    
603   422   165   522   0.53   0.00   -NaN   0.56   5.40       3.66       9    
604   481    56   298   0.53   0.00   0.00   0.56   5.30       3.53       9    
605   407   349   426   0.53   1.58   3.01   1.78   0.00       4.03      10    
606   314   511   749   0.53   1.63   1.11   1.13   2.76       2.85       7    
607   535   116   308   0.53   1.16   0.95   0.98   1.65       2.57       6    
608   517    70   501   0.53   1.17   1.14   1.13   1.15       2.93       7    
609   250   264   519   0.53   1.12   0.00   0.80   3.65       2.99       8    
610   269   244   555   0.53   5.40   3.25   3.74   2.40      37.80     122    
611   461   144   550   0.53   0.00   1.08   0.80   2.78       2.30       6    
612   131   272   348   0.53   1.16   1.04   0.98   1.55       2.75       7    
613   401   167   523   0.53   0.95   1.16   0.98   2.56       2.56       6    
614   499   154   402   0.53   -NaN   0.00   0.56   3.40       2.25       6    
615     4   336   445   0.53   0.00   1.64   0.98   1.61       2.66       7    
616   377   117   501   0.53   3.73   7.95   4.03   5.33     103.94     327    
617   555   166   561   0.53   1.17   1.94   1.38   1.07       3.93      10    
618   340   263   580   0.53   1.90   1.18   1.38   0.00       2.78       6    
619   558    94   351   0.53   -NaN   0.00   0.56   6.01       4.06      10    
620   253   480   664   0.53   1.58   1.18   1.26   1.17       3.72       9    
621   485   121   349   0.53   0.00   0.00   0.56   7.88       5.34      13    
622   579    72   407   0.53   1.16   2.34   1.38   0.60       2.84       7    
623   556   460   342   0.53   1.63   1.58   1.26   1.70       2.26       7    
624   154   481   789   0.53   -NaN   -NaN   0.56   3.60       2.45       6    
625   511   269   635   0.53   1.01   2.04   1.13   1.54       3.32       9    
626   366   245   611   0.53   1.83   2.26   1.38   2.09       6.45      19    
627   537    76   304   0.53   2.08   0.77   1.13   8.60       6.44      17    
628   551   503   564   0.53   1.77   1.12   1.26   0.65       2.65       6    
629   498   356   508   0.53   3.69   3.87   2.65   4.62      42.33     133    
630   156   266   565   0.53   -NaN   1.90   0.98   1.53       2.90       7    
631    27   267   292   0.53   1.15   -NaN   0.80  11.45      12.89      34    
632   374   236   707   0.53   1.62   1.61   1.38   0.67       2.81       7    
633   353   391   625   0.52   2.59   1.95   1.78   4.95      17.14      56    
634   500   399   482   0.52   1.83   0.94   1.13   1.46       3.18       9    
635    89   284   627   0.52   1.17   0.00   0.80   2.43       3.25       8    
636   180   477   798   0.52   1.63   1.17   1.26   0.67       2.51       6    
637   555    80   721   0.52   1.10   1.12   0.98   1.12       2.27       6    
638    65   288   623   0.52   4.27   4.35   3.34   3.21      47.30     155    
639   331    49   424   0.52   0.00   0.00   0.56   4.78       3.18       8    
640   453   100   539   0.52   1.09   0.00   0.80   2.91       2.69       7    
641   294   482   771   0.52   1.60   1.84   1.49   0.00       2.79       7    
642   330   451   471   0.52   1.58   1.54   1.38   0.00       2.44       6    
643   497   122   338   0.52   1.13   1.18   1.13   1.01       2.51       6    
644   447   161   566   0.52   1.37   1.80   1.13   4.28       6.89      18    
645   461   241   734   0.52   1.18   0.00   0.80   2.69       3.47       9    
646   538   208   339   0.52   1.77   1.15   1.26   0.90       2.93       7    
647    28   313   512   0.52  13.66   6.96   7.55   5.39     320.05    1073    
648   530   195   382   0.52   0.99   1.68   1.13   1.17       3.17       8    
649   592   510   592   0.52   1.56   1.99   1.49   0.60       3.61       8    
650   485   121   600   0.52   0.00   -NaN   0.56   7.88       5.29      13    
651   456    71   630   0.52   2.01   2.44   1.38   1.57       3.31       8    
652   354   349   751   0.52   0.00   2.56   1.13   1.15       2.76       8    
653   503   115   510   0.52   1.04   1.17   0.98   1.49       2.57       7    
654   236   271   698   0.52   1.15   1.15   0.98   3.95       7.00      18    
655   475   248   784   0.52   -NaN   -NaN   0.56   7.88       5.28      13    
656   320   507   390   0.52   2.16   1.48   1.49   0.58       3.17       8    
657   522   127   711   0.52   0.90   2.48   1.26   0.65       2.48       6    
658   455   194   566   0.52   1.18   1.90   1.38   0.00       2.63       6    
659   154   409   690   0.52   4.30   5.75   3.95   5.30      98.45     321    
660   157   409   556   0.52   1.17   0.00   0.80   1.70       2.16       6    
661   338   147   391   0.52   1.17   1.84   1.26   0.87       2.48       6    
662   562   270   751   0.52   1.17   2.48   1.49   0.81       3.66       9    
663   290   508   658   0.52   1.15   1.59   1.13   1.83       3.74      10    
664   521   253   641   0.52   -NaN   1.17   0.80   1.80       2.31       6    
665   250   216   676   0.52   5.18   3.65   4.03   3.03      65.13     210    
666   577   187   645   0.52   1.17   1.09   0.98   1.97       2.32       7    
667   343   137   494   0.52   1.69   1.89   1.38   0.00       2.45       6    
668   209   472   613   0.52   1.89   1.65   1.49   1.17       5.30      14    
669   138   141   326   0.52   7.11   4.38   5.47   7.07     238.15     780    
670   414   159   515   0.52   0.92   0.00   0.80   3.05       2.41       7    
671   442   220   565   0.52   1.76   1.83   1.49   1.62       4.78      14    
672   345   259   373   0.51   4.45   2.86   2.59   3.93      32.31     100    
673   542    72   805   0.51   0.00   -NaN   0.56   3.54       2.30       6    
674   497   234   642   0.51   1.05   1.78   1.13   1.45       3.07       8    
675   249   483   718   0.51   1.10   1.11   0.98   1.33       2.16       6    
676   531   118   651   0.51   1.12   1.95   0.98   1.78       3.48       9    
677   459    84   488   0.51   0.84   -NaN   0.80   2.77       2.17       6    
678   285   223   541   0.51   3.53   4.39   3.29   3.13      34.08     116    
679   311   183   526   0.51   1.86   1.51   1.38   3.01       3.11       9    
680   464   187   375   0.51   1.10   1.85   0.98   1.16       2.06       6    
681   533    57   708   0.51   2.60   0.96   1.13   0.93       2.44       6    
682   527    86   299   0.51   0.00   0.00   0.56   3.54       2.31       6    
683    77   346   410   0.51   4.18   5.88   3.95   2.77      55.99     179    
684   415   121   320   0.51   1.12   2.27   1.26   0.68       2.43       6    
685   468   323   535   0.51   4.80   1.13   1.60   3.78       6.72      21    
686   543   110   780   0.51   0.00   1.81   0.98   2.18       3.48       9    
687   168   397   680   0.51   2.13   3.55   1.95   1.35       5.16      15    
688   491    75   352   0.51   1.93   1.04   1.13   1.03       2.32       6    
689   499   361   507   0.51   1.80   -NaN   0.98   2.00       1.87       6    
690   531   274   714   0.51   0.00   1.18   0.80   2.89       3.57      10    
691   532   323   731   0.51   1.69   1.74   1.38   0.00       2.47       6    
692   355   167   631   0.51   0.88   0.98   0.98   2.65       2.63       7    
693   582   304   573   0.51   2.12   1.96   1.60   1.65       4.36      12    
694   213   407   579   0.51   1.16   1.14   1.13   2.55       4.01      12    
695   134   271   430   0.51   1.16   1.01   0.98   2.36       2.45       6    
696   244   445   310   0.51   1.67   1.47   1.13   1.11       2.61       7    
697   355   173   577   0.51   0.00   1.06   0.80   2.77       2.14       6    
698   226   265   661   0.51   0.00   0.00   0.56   4.79       3.11       8    
699   415   173   525   0.51   1.44   2.44   1.38   3.34       7.52      21    
700   173   262   642   0.51   8.69   4.72   4.44   5.61      84.94     339    
701   581   507   544   0.51   1.60   3.95   1.60   0.00       3.55       8    
702   464   194   307   0.51   1.24   2.08   1.26   5.87       7.45      20    
703   162   436   735   0.51   1.12   1.40   1.13   1.33       2.73       8    
704   459   262   441   0.51   0.00   0.00   0.56   4.77       3.09       8    
705   227   211   535   0.51   4.07   3.79   3.39   3.26      46.56     158    
706   360    69   331   0.51   5.87   5.27   3.83   4.37      83.60     249    
707   445   205   549   0.51   2.48   1.76   1.60   3.86      14.27      39    
708   392   102   653   0.51   3.77   5.90   3.29   3.53      56.67     176    
709   369   152   499   0.51   1.14   1.71   1.26   1.07       3.10       8    
710   435   173   559   0.51   1.37   1.17   1.13   2.91       2.91       8    
711   269   292   659   0.51   5.09   4.99   4.55   4.81     118.85     397    
712   402    47   806   0.51   1.14   1.89   0.98   6.69      11.03      29    
713   159   469   472   0.51   2.59   1.02   1.13   1.14       2.84       8    
714   344   174   500   0.51   1.95   2.35   1.60   3.07      12.91      37    
715   240   402   612   0.51   0.82   1.70   0.98   1.60       2.32       6    
716   281   271   568   0.51   0.00   1.17   0.80   1.75       2.02       6    
717   495    67   575   0.51   1.13   0.91   0.98   1.30       2.02       6    
718   467   379   653   0.51   4.92   5.62   3.83   4.36      76.33     240    
719   522   150   676   0.51   1.18   1.71   1.13   1.16       3.15       8    
720   255   484   335   0.51   1.08   1.12   0.98   2.69       2.16       7    
721   476   150   807   0.50   0.00   0.83   0.80   3.25       2.36       6    
722   434   200   523   0.50   1.66   1.54   1.38   0.63       2.80       7    
723   363    47   553   0.50   -NaN   0.00   0.56   7.88       5.11      13    
724    53   348   589   0.50   3.22   4.71   3.29   3.77      50.75     176    
725    96   276   553   0.50   1.83   1.10   1.13   2.32       4.16      12    
726   353   393   624   0.50   3.42   1.16   1.38   4.17      11.77      35    
727   491   303   564   0.50   4.90   2.63   2.33   3.83      22.46      72    
728   542   104   726   0.50   1.09   1.14   0.98   1.15       2.19       6    
729   493   138   658   0.50   1.95   0.00   0.98   1.57       2.61       6    
730   372   220   658   0.50   1.53   1.75   1.38   0.66       2.86       7    
731   523   274   557   0.50   2.25   0.78   1.26   3.82       3.50       9    
732   469   273   732   0.50   0.97   0.97   0.80   2.72       2.28       6    
733    38   279   595   0.50   1.68   1.85   1.38   0.87       2.99       8    
734   208   485   717   0.50   1.76   0.81   1.13   1.31       2.78       7    
735   192   344   652   0.50   5.20   2.93   3.43   2.65      41.08     136    
736   334   222   316   0.50   1.17   1.18   1.13   0.94       2.13       6    
737   558   284   653   0.50   1.18   2.97   1.49   0.69       3.11       8    
738   154   206   312   0.50   2.15   2.18   1.69   1.50       6.09      19    
739   482   282   700   0.50   1.09   2.60   1.38   0.00       2.60       6    
740    99   270   407   0.50   1.18   1.94   0.98   3.49       2.32       7    
741     6   305   514   0.50   3.35   3.52   2.99   3.81      36.49     120    
742   311   155   307   0.50   0.99   1.43   1.26   5.65       5.28      15    
743   500   215   642   0.50   1.18   1.16   1.13   1.42       2.85       8    
744   305   111   598   0.50   1.69   1.77   1.26   0.71       2.12       6    
745   211   404   617   0.50   3.00   2.65   2.33   4.99      41.74     127    
746   581   189   344   0.50   0.64   -NaN   0.80   7.55       5.52      14    
747   581    93   438   0.50   1.00   1.89   1.13   1.11       2.59       8    
748   317   403   297   0.50   1.16   1.08   0.98   2.77       2.81       9    
749   540   172   406   0.50   1.08   1.16   0.98   1.47       2.50       7    
750   275   432   303   0.50   1.17   2.11   1.26   1.13       3.22       9    
751   486    56   677   0.50   1.07   1.08   0.98   1.42       2.22       6    
752   308    52   587   0.50   2.52   1.98   1.38   0.00       2.55       6    
753   408   172   777   0.50   0.00   0.00   0.56   7.88       5.06      13    
754   510    63   611   0.50   1.18   1.94   1.38   0.00       2.74       6    
755   309    51   767   0.50   1.12   1.09   0.98   1.13       2.06       6    
756   470   132   539   0.50   0.00   -NaN   0.56   3.53       2.23       6    
757   144   332   581   0.50   8.51   6.61   5.53   4.48     145.02     498    
758   207   480   572   0.50   1.13   1.50   1.13   1.47       3.06       9    
759   515    60   322   0.50   0.89   0.97   0.98   7.17       5.58      15    
760   525   265   542   0.50   1.82   2.10   1.60   2.26       4.95      14    
761   440   260   536   0.50   1.14   1.10   1.13   6.57       6.64      20    
762   541    98   801   0.50   0.00   -NaN   0.56   7.88       5.04      13    
763   503   238   542   0.50   0.00   1.14   0.80   3.67       3.78      11    
764   576   401   495   0.50   1.53   3.02   1.38   0.00       2.64       6    
765   436   429   382   0.50   1.83   1.67   1.49   0.00       2.78       7    
766   485   440   490   0.50   2.15   1.51   1.38   1.24       3.29      10    
767   421   174   524   0.50   1.00   1.00   0.80   2.90       2.46       7    
768   470   149   299   0.50   0.00   1.18   0.80   3.06       3.82      10    
769   357   352   683   0.50   1.18   1.82   1.38   1.72       3.72      12    
770   495   116   659   0.50   1.16   1.16   0.80   3.70       4.30      12    
771     7   390   729   0.50   1.64   0.98   1.13   1.38       2.45       8    
772   514   454   335   0.50   4.37   1.18   1.60   1.17       3.11       8    
773   404    59   391   0.50   2.21   2.34   1.49   0.67       3.13       8    
774   325   100   383   0.50   1.16   2.48   1.49   0.89       3.55       9    
775   374   349   538   0.50   2.09   2.32   1.78   3.08       6.14      20    
