Ncl     x     y     v  Tpeak  FWHMx  FWHMy    R    FWHMv  Sum(T)  Npix
389   250   216   676   0.52   3.19   2.42   2.33   4.69   38.70   190    
390   144   338   652   0.52   3.05   4.75   3.24   6.14   58.16   303    
391   288   321   322   0.52   1.12   2.55   1.38   6.15   16.81    87    
392   413   284   538   0.52   1.70   2.91   1.26   5.04   10.94    49    
393   138   141   326   0.52   7.47   4.33   4.98  11.06  317.13  1881    
394   413   287   551   0.52   4.87   7.79   5.29  15.13  200.80   663    
395   361   328   546   0.52   8.78   4.78   5.05   6.89  175.27   851    
396   225   259   556   0.51   1.88   1.03   1.13   6.08   12.42    58    
397   343   297   544   0.51   5.29  14.19   6.23  13.92  359.40  1864    
398   180   334   485   0.51   2.76   2.03   2.11   4.09   19.60    90    
399   285   223   541   0.51   2.86   1.38   1.49   4.58   15.25    73    
400   403   333   555   0.51   -NaN   0.00   0.56   5.28    2.95    13    
401    41   327   506   0.51   1.11   1.97   0.98   6.84   10.26    48    
402   120   374   688   0.51   0.00   0.00   0.56   9.88    5.53    24    
403   413   281   539   0.51   0.00   -NaN   0.56   4.68    2.62    12    
404   452   294   652   0.51   0.00   0.00   0.56   4.04    2.25    10    
405   454   271   550   0.51   -NaN   -NaN   0.56   3.20    1.87     8    
406   169   147   618   0.51   0.00   0.00   0.56   3.06    1.76     8    
407   234   122   593   0.51   7.88   9.27   6.91  10.58  285.04  1579    
408   385   354   643   0.51   0.00   0.00   0.56   3.93    2.23    10    
409   346   307   542   0.51   1.87   1.93   1.26   8.62   22.68   103    
410   139   339   584   0.51   0.00   0.00   0.56   2.51    1.52     6    
411   256   259   659   0.51   1.02   1.66   1.13   4.33    9.09    43    
412   448   285   546   0.51   -NaN   0.00   0.56   7.40    4.07    18    
413   227   211   535   0.51   1.99   1.92   1.49   4.58   16.10    75    
414   376   370   661   0.51   0.00   0.00   0.56   4.78    2.63    12    
415   269   292   659   0.51   2.51   2.62   2.11   7.49   52.69   244    
416   366   269   560   0.51  12.00  11.66  10.20   6.57  115.52  1660    
417    91   470   581   0.51   -NaN   -NaN   0.56   4.79    2.63    12    
418   318   354   655   0.51   0.00   -NaN   0.56   4.30    2.41    10    
419   444   303   727   0.50   -NaN   -NaN   0.56   4.23    2.36    10    
420    44   328   694   0.50   1.09   1.10   0.98   4.11    6.68    29    
421   192   344   652   0.50   -NaN   1.18   0.80   4.30    4.55    21    
422   310   364   694   0.50   1.18   -NaN   0.80   6.11    6.26    28    
423   143   309   640   0.50   -NaN   0.00   0.56   3.14    1.73     8    
424     6   306   514   0.50   1.17   -NaN   0.80   3.47    3.71    16    
425    91   354   406   0.50   0.00   -NaN   0.56   3.20    1.75     8    
426   144   332   581   0.50   1.14   2.30   1.26   5.68   14.51    67    
427   351   319   544   0.50   0.00   0.00   0.56   4.92    2.65    12    
428   393   302   555   0.50   0.00   0.00   0.56   6.50    3.52    16    
429   394   351   643   0.50   0.00   0.00   0.56   3.66    2.03     9    
430    30   439   565   0.50   0.00   0.00   0.56   3.92    2.12     9    
431    84   358   405   0.50   0.00   1.15   0.80   2.53    2.29    11    
432    87   440   667   0.49   0.00   1.17   0.80   4.55    4.78    21    
433   160   111   652   0.49   2.44   1.49   1.49   5.84   19.46    98    
434   393   373   658   0.49   0.00   -NaN   0.56   4.76    2.55    11    
435   351   385   625   0.49   -NaN   0.00   0.56   7.77    4.14    19    
436   233    47   521   0.49   -NaN   0.00   0.56   3.91    2.14    10    
437    91   468   581   0.49   0.00   -NaN   0.56   4.71    2.50    11    
438   438   302   687   0.49   0.00   0.00   0.56   3.75    2.04     9    
439   354   370   658   0.49   1.18   0.00   0.80   3.65    3.81    18    
440   177   356   565   0.49   4.08   2.73   2.59   8.38   71.29   365    
441    32   439   564   0.48   0.00   1.97   0.98   5.78    8.64    41    
442    99   282   653   0.48   -NaN   0.00   0.56   8.06    4.23    20    
443   163   103   652   0.48   1.18   1.18   0.80   5.45    5.43    26    
444   330   368   554   0.48   -NaN   -NaN   0.56   4.85    2.58    12    
445   114   381   561   0.48   1.17   0.00   0.80   4.11    4.15    19    
446   128   314   560   0.48   1.10   1.13   0.98   3.53    5.43    25    
447   288   381   658   0.48   -NaN   0.00   0.56   2.35    1.24     6    
448   231   234   380   0.48   0.00   0.00   0.56   6.50    3.39    16    
449    92   399   420   0.48   0.00   -NaN   0.56   2.42    1.32     6    
450    25   130   632   0.48   5.23   5.71   4.41   7.31  166.16   999    
451   370   310   548   0.48   1.18   -NaN   0.80   6.86    6.84    34    
452   351   384   664   0.47   -NaN   -NaN   0.56   4.65    2.41    11    
453   221   342   546   0.47   1.14   1.12   0.98   4.93    6.83    34    
454   102   420   564   0.47   0.00   0.00   0.56   2.90    1.49     7    
455   125   327   599   0.47   -NaN   -NaN   0.56   2.83    1.54     7    
456   155   348   648   0.47   -NaN   -NaN   0.56   5.95    3.11    14    
457   450   297   688   0.47   0.00   0.00   0.56   5.42    2.79    13    
458    70   296   721   0.47   -NaN   0.00   0.56   3.06    1.59     7    
459   226   117   589   0.47   -NaN   1.18   0.80   4.85    4.83    23    
460   281   234   542   0.47   1.09   1.10   0.98   3.72    5.37    26    
461   297   180   525   0.47   1.61   1.85   1.13   3.57    6.24    30    
462   245    71   592   0.47   -NaN   1.18   0.80   4.18    4.06    20    
463   282    94   591   0.46   -NaN   1.08   0.80   7.63    6.27    31    
464   214   230   545   0.46   2.63   2.45   2.03   4.46   27.02   133    
465   113   379   561   0.46   0.00   0.00   0.56   4.88    2.46    12    
466   219   330   686   0.46   2.05   3.84   2.19   6.45   42.95   224    
467   162   324   688   0.46   2.63   2.18   1.69   9.02   38.00   192    
468   167   318   697   0.46   1.18   1.86   1.13   9.08   16.46    83    
469   170   103   653   0.46   1.59   1.91   1.38   4.73   13.30    68    
470   156   109   589   0.46   -NaN   -NaN   0.56   4.27    2.16    10    
471   374   307   558   0.46   0.00   1.17   0.80   5.15    4.93    24    
472   148   416   554   0.46   0.00   -NaN   0.56   4.51    2.23    11    
473   139   318   559   0.45   0.00   -NaN   0.56   4.94    2.45    12    
474   344   302   543   0.45   0.00   0.00   0.56   8.86    4.38    22    
475   164   326   688   0.45   0.00   0.00   0.56   6.13    3.02    15    
476   350   397   624   0.45   0.00   0.00   0.56   5.25    2.64    12    
477   165   321   567   0.45   1.08   1.13   0.98   4.00    5.69    29    
478    16   299   513   0.45   0.94   -NaN   0.80   7.25    4.51    24    
479   221   229   525   0.45   1.80   1.76   1.49   5.37   16.46    85    
480   306   354   656   0.45   1.77   2.73   1.26   5.99   13.81    70    
481   267    61   532   0.45   1.06   1.06   0.80   5.56    4.29    21    
482   235   237   378   0.45   1.81   2.27   1.60  11.58   40.78   218    
483   362   317   547   0.45   -NaN   0.00   0.56   4.78    2.33    11    
484   180   132   664   0.45   0.00   -NaN   0.56   3.07    1.52     7    
485   351   317   545   0.44   -NaN   -NaN   0.56   7.31    3.54    17    
486   242   229   533   0.44   -NaN   0.00   0.56   4.70    2.28    11    
487   128   311   560   0.44   0.00   -NaN   0.56   2.88    1.38     7    
488   160   349   650   0.44   1.13   1.03   0.98   3.06    4.13    20    
489   165   319   697   0.44   1.17   -NaN   0.80  11.38    9.68    52    
490   395   346   642   0.44   -NaN   -NaN   0.56   3.39    1.68     8    
491   230   258   556   0.44   0.00   0.00   0.56   3.86    1.87     9    
492   126   311   559   0.44   -NaN   0.00   0.56   2.58    1.24     6    
493   295   400   333   0.44   0.00   0.00   0.56   7.12    3.40    17    
494   409   272   657   0.43   2.44   2.22   1.95   5.05   25.58   134    
495   293   399   334   0.43   -NaN   1.84   0.98   7.45    9.58    50    
496   313   276   545   0.43   0.00   0.00   0.56   3.34    1.60     8    
497   184   330   482   0.43   -NaN   -NaN   0.56   4.38    2.04    11    
498   193   331   547   0.43   -NaN   0.00   0.56   5.63    2.64    14    
499   409   317   558   0.43   0.00   -NaN   0.56   3.65    1.73     9    
500   195   327   549   0.43   -NaN   0.00   0.56   5.20    2.40    13    
501   418   305   554   0.43   -NaN   -NaN   0.56   2.63    1.32     6    
502   115   372   331   0.43   1.18   0.00   0.80   5.36    4.69    26    
503   352   331   546   0.43   0.00   0.00   0.56   8.08    3.76    20    
504   126   366   549   0.43   1.12   0.89   0.98   3.33    3.71    20    
505   398   335   570   0.43   0.00   0.00   0.56   5.08    2.40    12    
506   147   334   581   0.43   -NaN   -NaN   0.56   6.19    2.87    15    
507   425   278   541   0.42   1.12   1.10   0.98   4.62    6.34    33    
508   291   401   333   0.42   0.00   0.00   0.56   4.21    1.95    10    
509   236   232   380   0.42   -NaN   0.00   0.56   6.01    2.81    14    
510    23   313   511   0.42   -NaN   0.00   0.56   7.99    3.67    19    
511   235   134   585   0.42   0.00   0.00   0.56   5.42    2.49    13    
512     9   306   513   0.42   1.18   -NaN   0.80   5.15    4.61    25    
513   297   178   525   0.42   -NaN   -NaN   0.56   5.02    2.33    12    
514   175   104   654   0.42   1.18   -NaN   0.80   4.98    4.45    24    
515   244   229   656   0.42   -NaN   0.00   0.56   3.36    1.56     8    
516   435   265   543   0.42   1.14   1.83   0.98   5.99    6.72    38    
517   389   366   560   0.42   0.80   0.80   0.80   5.45    3.01    15    
518   192   334   546   0.41   1.16   1.18   1.13   3.19    5.23    28    
519   222   348   546   0.41   0.00   0.00   0.56   5.56    2.51    13    
520   219   344   547   0.41   0.00   0.00   0.56   6.34    2.83    15    
521   257   100   549   0.41   -NaN   0.00   0.56   5.37    2.39    13    
522   229   116   588   0.41   0.00   -NaN   0.56   8.85    3.94    21    
523   431   264   544   0.41   -NaN   0.00   0.56   2.83    1.26     7    
524   452   288   551   0.41   0.00   0.00   0.56  15.92    7.06    38    
525   281    71   597   0.41   0.00   0.00   0.56   4.49    2.00    11    
526   203   208   528   0.41   0.00   1.17   0.80   3.14    2.88    14    
527   355   279   549   0.41   0.00   -NaN   0.56  11.98    5.32    28    
528   181   254   639   0.40   -NaN   1.18   0.80   7.22    6.21    34    
529   246   291   552   0.40   -NaN   0.00   0.56   3.66    1.70     8    
530    25   311   511   0.40   0.00   -NaN   0.56   7.69    3.34    18    
531   347   266   548   0.40   1.08   1.15   0.98   4.24    5.24    29    
532   165   133   666   0.40   -NaN   0.00   0.56   4.27    1.90    10    
533    71   318   453   0.40   0.00   0.00   0.56   2.53    1.14     6    
534   249   236   652   0.39   -NaN   0.00   0.56   5.74    2.48    13    
535   344   276   545   0.39   0.00   -NaN   0.56   6.06    2.62    14    
536   233   134   584   0.39   0.00   0.00   0.56   3.97    1.71     9    
537   208   212   529   0.39   1.16   0.00   0.80   3.54    2.66    16    
538   114   122   645   0.39   3.05   3.16   2.26   5.56   32.16   200    
539   226   121   589   0.39   0.00   -NaN   0.56   5.86    2.51    14    
540   179    96   596   0.39   -NaN   0.00   0.56   5.17    2.19    12    
541   135    80   594   0.39   3.07   4.71   2.33   4.56   24.16   160    
542   210   350   650   0.39   -NaN   0.00   0.56   5.15    2.21    12    
543   148    90   617   0.38   3.88   3.57   2.93   5.60   51.35   338    
544   239   244   597   0.38   1.18   0.00   0.80   1.15    1.08     6    
545   182   329   483   0.38   0.00   0.00   0.56   6.25    2.60    15    
546   234   341   538   0.38   0.00   -NaN   0.56   3.58    1.57     8    
547   103   249   554   0.38   0.00   0.00   0.56   5.31    2.22    12    
548   126   364   550   0.38   1.18   0.00   0.80   6.88    5.29    31    
549   207   348   650   0.37   0.00   0.00   0.56   4.47    1.81    11    
550   147   332   581   0.37   -NaN   0.00   0.56   6.78    2.76    16    
551   200   216   627   0.37   0.00   0.86   0.80   3.79    2.04    12    
552   153   251   674   0.37   0.00   0.00   0.56   3.42    1.38     8    
553   223   163   492   0.36   0.00   -NaN   0.56   5.03    1.96    12    
554   101    49   664   0.36   3.64   2.01   1.60  10.78   27.09   173    
555   227   372   640   0.36   1.76   1.93   1.49   7.51   18.32   121    
556   224   166   494   0.35   -NaN   0.00   0.56   4.95    1.93    12    
557   245   368   683   0.35   1.17   -NaN   0.80   2.16    1.65     9    
558     0   274   635   0.34   0.92   2.75   1.26   7.04   12.58    81
559   382   266   522   0.34   -NaN   0.00   0.56   3.16    1.24     8    
560   119    94   584   0.34   0.00   0.00   0.56   2.78    1.04     7    
561    56   102   638   0.34   1.18   1.90   1.38   4.95    9.75    69    
562   147    44   624   0.33   0.00   1.81   0.98   1.64    1.65    11    
563   117    95   584   0.33   -NaN   0.00   0.56   3.13    1.14     7    
564   144    78   593   0.32   1.17   1.17   0.80   5.32    3.56    24    
565     0   279   373   0.32   0.00   1.90   0.98   6.06    6.01    41
566   112    88   587   0.32   1.87   1.87   0.98   5.99    5.97    40    
567   113   120   642   0.32   0.00   -NaN   0.56   5.76    2.00    13    
568   101    52   662   0.31   -NaN   -NaN   0.56  12.51    4.30    29    
569   146   164   629   0.31   3.22   2.24   2.19   5.64   24.13   189    
570    84   103   595   0.30   0.00   0.00   0.56   7.09    2.32    16    
571   153    79   594   0.30   0.00   0.00   0.56   9.95    3.23    23    
572    59   105   637   0.29   -NaN   -NaN   0.56   5.20    1.67    12    
573    82   113   630   0.29   1.16   -NaN   0.80   8.20    4.87    36    
574    88   110   598   0.29   -NaN   -NaN   0.56   8.23    2.60    19    
575    84   106   636   0.29   -NaN   0.00   0.56   2.77    0.92     6    
576   107    67   636   0.29   1.17   0.00   0.80   4.06    2.43    18    
577   107    62   660   0.29   -NaN   0.00   0.56   3.90    1.25     9    
578    60   111   629   0.28   0.00   0.00   0.56   8.21    2.48    19    
579   208   319   476   0.28   -NaN   0.00   0.56   9.26    2.81    21    
580   110   118   644   0.27   0.00   -NaN   0.56   6.64    1.99    15    
581   137   143   366   0.25   0.00   0.00   0.56   4.75    1.33    11
